,Business_Name,BusinessContact_FirstName,BusinessContact_LastName,Business_City,Business_State,PrimaryNAICSCode,Business_ClientID
1684,LydRiv Communications,Lydia M.,Rivera,Dorchester,MA,"541820, 541613",20130017
1685,"Lyndigo Spice, LLC",Celeste J.,Croxton,Hyde Park,MA,"311421, 311941",20150079
1686,"Lyndigo Spice, LLC",Celeste J.,Croxton,Hyde Park,MA,"311421, 311941",20150079
1687,"Lynn Community Health Center, Inc.",Kiame,Mahaniah,Lynn,MA,621491,20070314
1688,"M & A Supplier Diversity Consultants, LLC",Maria,Gonzalez,Taunton,MA,,20190226
1691,"M & L Pest Control Services, Inc. d/b/a: Enroute Services",Darryl,Moran,Weymouth,MA,561710,20130177
1692,"M & L Pest Control Services, Inc. d/b/a: Enroute Services",Darryl,Moran,Weymouth,MA,561710,20130177
1693,"M & M Contract Cleaning, Inc.",Amancio,Fontes,Stoughton,MA,561720,20070127
1694,"M & M Contract Cleaning, Inc.",Amancio,Fontes,Stoughton,MA,561720,20070127
1695,M & R Consultants Corp.,Anil R.,Shah,Billerica,MA,"541512, 541511",20010025
1696,M & R Consultants Corp.,Anil R.,Shah,Billerica,MA,"541512, 541511",20010025
1697,"M Smith Consulting, LLC",Mistinguette Y.,Smith,Northampton,MA,541611,20160271
1698,"M&M Connections, LLC",Michelle,Roditti-Aycart,Brookline,MA,,20190018
1701,"M. Neves, Inc.",Mark Anthony,Neves,Dartmouth,MA,"238140, 238910, 561730, 238990, 532412, 562111, 562119, 237310, 238320",20110283
1702,"M. Neves, Inc.",Mark Anthony,Neves,Dartmouth,MA,"238140, 238910, 561730, 238990, 532412, 562111, 562119, 237310, 238320",20110283
1703,"M. S. Peltier Insurance Services, LLC",Michael,Peltier,Dedham,MA,524113,20100113
1704,"M. S. Peltier Insurance Services, LLC",Michael,Peltier,Dedham,MA,524113,20100113
1705,M.a.D. Signs,Marybeth,Tripp,Wareham,MA,541890,20100229
1706,"M.R.S. Specialty Services, Inc.",Manuel R.,Santos,Hudson,MA,"561720, 238990",20130027
1707,"M.R.S. Specialty Services, Inc.",Manuel R.,Santos,Hudson,MA,"561720, 238990",20130027
1709,M4K Cleaning Service,Rick L.,Odom,N Easton,MA,561720,20180058
1710,M4K Cleaning Service,Rick L.,Odom,N Easton,MA,561720,20180058
1711,"Mack Designer Hardware, Inc.",Kristopher,Jong,Burlington,MA,423710,20180158
1712,"Mack Designer Hardware, Inc.",Kristopher,Jong,Burlington,MA,423710,20180158
1713,"Madison Environmental Group, Inc.",Sarah,Smith,Boxford,MA,541620,20020484
1714,"Madison Environmental Group, Inc.",Sarah,Smith,Boxford,MA,541620,20020484
1715,Madison Park Development Corporation,Jeanne,Pinado,Roxbury,MA,"624229, 531110, 711310",20110077
1717,"Magic Auto Detailing, Inc.",Luis,Damas,Milford,MA,,20190023
1719,"Maia Electrical Services, Inc.",Flavio,Maia,Foxboro,MA,238210,20170216
1720,"Mainstream Global, Inc.",Luis,Yepez,Lawrence,MA,423430,20100318
1721,"Mainstream Global, Inc.",Luis,Yepez,Lawrence,MA,423430,20100318
1723,Make It Personal Designs,Lisa,Martin,Roxbury,MA,"314999, 315220, 315240",20110135
1724,"Makomas, LLC",Magbe,Savane,Revere,MA,312111,20150106
1725,"Mallory Headsets, Inc.",Kelly,Mallory,West Bridgewater,MA,"512290, 443142",20000232
1726,Maniksoft Incorporated,Madhavi,Mahendarkar,Marlborough,MA,"541511, 541519",20100016
1727,"Manny R. Paving & Contracting, Inc.",Manuel,Rodriguez,East Taunton,MA,"237310, 238910, 561790, 238990, 532412",20150120
1730,"Marconi Development Group, LLC",Reda,Tadjer,Danvers,MA,,20170109
1732,Marcus Johnson-Smith d/b/a: Clearwater Branding,Marcus,Johnson-Smith,Boston,MA,,20180279
1733,Maria Latimore Group,Maria,Latimore,Hyde Park,MA,"611430, 541618",20160073
1734,"Marine Polymer Technologies, Inc.",Sergio,Finkielsztein,Burlington,MA,325414,20080059
1737,"Marion Edward Associates, Inc.",Edward L.,Thurman,Boston,MA,541611,20020460
1738,"Marion Edward Associates, Inc.",Edward L.,Thurman,Boston,MA,541611,20020460
1739,"Marketing Doctor, Inc.",Janet,Casey,Northampton,MA,"541810, 541860, 541613",20130012
1740,"Marketing Doctor, Inc.",Janet,Casey,Northampton,MA,"541810, 541860, 541613",20130012
1741,"Markings, Inc.",Monique,Souza,Pembroke,MA,237310,20090025
1742,"Markings, Inc.",Monique,Souza,Pembroke,MA,237310,20090025
1743,"Marlene Connor Associates, LLC",Marlene B.,Connor,Holyoke,MA,"541614, 541618, 541690, 541611",20150034
1744,"Marlene Connor Associates, LLC",Marlene B.,Connor,Holyoke,MA,"541614, 541618, 541690, 541611",20150034
1745,Marquis Architecture,Tracy,Marquis,Belmont,MA,541310,
1751,"Martinez Road Construction, Inc.",Luis A.,Martinez,Fitchburg,MA,,20190158
1752,"Mary A. Jennings, Inc. d/b/a: Majic Construction",Mary A.,Jennings,Cambridge,MA,238910,19910132
1754,"Mary Helen Marina, MSM, OTR/L",Mary Helen,Marina,Quincy,MA,621420,20090051
1755,"Mascon, Inc.",Joanna,Li,Woburn,MA,,20180278
1756,"MASS Compliance, LLC",Beth,Comeau DiPietro,West Falmouth,MA,"541690, 541620",20000062
1757,"MASS Compliance, LLC",Beth,Comeau DiPietro,West Falmouth,MA,"541690, 541620",20000062
1758,"Mass Construction & Management, Inc.",Maxime,Charles,Stoughton,MA,"238310, 238130, 238350, 236220, 238320, 236118",20080216
1759,"Mass Janitorial Supplies, Inc.",Tanya,Violette,Brighton,MA,425120,20120032
1760,"Mass Janitorial Supplies, Inc.",Tanya,Violette,Brighton,MA,425120,20120032
1761,"Mass Premium Cleaning, Inc.",Mirna,Rojas,East Boston,MA,,20190165
1762,"Mass Remodeling & Painting, Inc.",Elvis,Nunez,Boston,MA,"238320, 236118",20090142
1763,"Mass Signal Service, LLC",Justin,Sheridan,Marlborough,MA,238210,20150277
1764,"Mass Signal Service, LLC",Justin,Sheridan,Marlborough,MA,238210,20150277
1766,"Massachusetts Local Telephone Company, Inc.",Dexter,Miller,Dorchester,MA,517311,20030796
1767,"Massachusetts PC Services, Inc.",John,Ho,Lowell,MA,"423430, 443142, 811212",20020081
1768,"MASS-WEST Construction, Inc.",John,Welch,Granby,MA,238910,20160067
1769,"MASS-WEST Construction, Inc.",John,Welch,Granby,MA,238910,20160067
1770,"Matias Enterprises, LLC",Manuel,Matias,Boxford,MA,"238350, 236116",20140309
1773,Mattapan Community Health Center,Azzie,Young,Mattapan,MA,621498,19850067
1774,"Mauch Group, LLC, The",Irene,Mauch,Norwell,MA,"541614, 541618, 611430",20150180
1775,"Mauch Group, LLC, The",Irene,Mauch,Norwell,MA,"541614, 541618, 611430",20150180
1776,"Maverick Group, Inc., The",Jose,Rodriguez,Springfield,MA,561439,20100241
1777,"Mayfield Plastics, Inc.",Jay,Kumar,Sutton,MA,333249,20150208
1779,"McClure Planning, LLC",Denise,McClure,Georgetown,MA,541620,20060366
1780,"McClure Planning, LLC",Denise,McClure,Georgetown,MA,541620,20060366
1781,McEnroe Consulting,Rebecca,McEnroe,Bolton,MA,541330,20100083
1782,McEnroe Consulting,Rebecca,McEnroe,Bolton,MA,541330,20100083
1783,"McKenzie & Associates, P C",Denzil,McKenzie,Boston,MA,541110,19920214
1786,"MCL Landscaping, LLC",Jason,Cancel,Chicopee,MA,,20190117
1788,McSorley-Kery Design,Deborah J.,McSorley-Kery,Milton,MA,541430,20060140
1789,McSorley-Kery Design,Deborah J.,McSorley-Kery,Milton,MA,541430,20060140
1790,"MDK Brand Management, LLC",Michela Denise,Kaigler,Quincy,MA,"541613, 611430",20150276
1793,"Medeiros Hydroseeding & Landscaping Construction, Inc.",Bradford J.,Medeiros,Monson,MA,561730,20050052
1794,"Medeiros Hydroseeding & Landscaping Construction, Inc.",Bradford J.,Medeiros,Monson,MA,561730,20050052
1795,"Medex Health Care, Inc.",Monna,Laguerre,Auburn,MA,621610,20130215
1796,"Mediastruction, LLC",Marilois,Snowman,Norwell,MA,"541830, 541613",20120308
1797,"Mediastruction, LLC",Marilois,Snowman,Norwell,MA,"541830, 541613",20120308
1798,"Medical Technical Gases, Inc.",Ramesh V.,Kapur,N. Billerica,MA,325120,20020166
1799,"Medicol, Inc.",George,Akinkuoye,Framingham,MA,621610,20130272
1800,"Mediport, LLC",Charles,"Vaughn, Jr.",Avon,MA,485991,20170131
1801,"Medirate, Inc.",Douglas F.,West,Quincy,MA,524291,19930035
1802,"Medirate, Inc.",Douglas F.,West,Quincy,MA,524291,19930035
1803,"Meduvi, LLC",Renee,Lin,Woburn,MA,561311,20120108
1804,Mel Cheeks d/b/a: Reliable Products,Mel,Cheeks,Boston,MA,424120,20180070
1805,"Melange Information Services, Inc.",Lana W.,Jackman,Cambridge,MA,"541611, 611430",20010125
1806,"Melo's Rodbusters, Inc.",Goreti,Melo,South Dartmouth,MA,238120,20020002
1807,"Melo's Rodbusters, Inc.",Goreti,Melo,South Dartmouth,MA,238120,20020002
1808,"Melo's Rodbusters, Inc.",Goreti,Melo,South Dartmouth,MA,238120,20020002
1810,Melvin's Photo,Melvin E.,Guante-Joseph,Watertown,MA,541921,20130166
1811,Merengue Corp.,Nivia,Pina,Roxbury,MA,,20190125
1813,Merrimack Environmental Solution Corp.,Manuel,"Colon, Jr.",Lawrence,MA,"562910, 562112, 541620",20150203
1814,Merrimack Environmental Solution Corp.,Manuel,"Colon, Jr.",Lawrence,MA,"562910, 562112, 541620",20150203
1815,"Metrick Manufacturing Company, Incorporated",Marlene J.,Metrick,Woburn,MA,336510,20060362
1816,"Metrick Manufacturing Company, Incorporated",Marlene J.,Metrick,Woburn,MA,336510,20060362
1817,Metro Equipment Corp.,Ann,Sullivan,Braintree,MA,"238910, 532412",19940156
1818,Metro Equipment Corp.,Ann,Sullivan,Braintree,MA,"238910, 532412",19940156
1819,"MG Products, LLC",Leanne,Goddu,Georgetown,MA,541870,20070062
1820,"MG Products, LLC",Leanne,Goddu,Georgetown,MA,541870,20070062
1821,Michael Davids d/b/a: M P Davids Transportation,Michael,Davids,Brockton,MA,"484220, 561790, 238910",20070253
1822,Michael Davids d/b/a: M P Davids Transportation,Michael,Davids,Brockton,MA,"484220, 561790, 238910",20070253
1823,Michael Kim Associates,Michael,Kim,Brookline,MA,541310,20030733
1826,"MicroCAD Training & Consulting, Inc.",Agustin,Fernandez,Watertown,MA,541990,20090481
1827,"Middlesex Commercial Sales, LLC",Peter,Yang,Tyngsboro,MA,423310,20150162
1828,"Middlesex Commercial Sales, LLC",Peter,Yang,Tyngsboro,MA,423310,20150162
1829,"Midtown Home Health Services, Inc.",Ruth,Moy,Boston,MA,561311,20000056
1832,Mike Andrade Construction Company,Michael W.,Andrade,New Bedford,MA,"484220, 238990",19980068
1833,"Mikyoung Kim Design, LLC",Mikyoung,Kim,Boston,MA,541320,20050014
1834,Mill City Environmental Corporation,Brian L.,Chapman,Lowell,MA,"541620, 562910, 541614, 562111, 562112, 562119, 238910, 484110, 484220, 488210",20020269
1835,Mill City Environmental Corporation,Brian L.,Chapman,Lowell,MA,"541620, 562910, 541614, 562111, 562112, 562119, 238910, 484110, 484220, 488210",20020269
1836,Millennium Printing Corporation,Denise,Connors,Weymouth,MA,"323111, 323120, 541430",20080258
1837,Millennium Printing Corporation,Denise,Connors,Weymouth,MA,"323111, 323120, 541430",20080258
1840,"Mindful HealthCare Agency, Inc.",Loyce,Namuganwa,Waltham,MA,"621610, 561311",20180159
1841,"Mindleaf Technologies, Inc.",Paresh,Shah,Lowell,MA,"541513, 621999",20010047
1842,"Mindleaf Technologies, Inc.",Paresh,Shah,Lowell,MA,"541513, 621999",20010047
1844,"Minuteman Trucks, Inc.",William,Witcher,Walpole,MA,441110,20070254
1845,Miranda's Excavating,Warren,Miranda,West Harwich,MA,"484220, 238910",20010213
1846,"Mission Park Capital, LLC",Enrique,Perez,Revere,MA,,20190140
1848,Miyakoda Consulting,Noriko,Hall,Raynham,MA,541611,20130120
1849,"MJM Construction Corp., Inc.",Manuel,Buginga,West Bridgewater,MA,"238910, 484220, 238990, 237310",20090277
1850,"MJM Construction Corp., Inc.",Manuel,Buginga,West Bridgewater,MA,"238910, 484220, 238990, 237310",20090277
1852,"MLD Services, Inc.",Marion L.,Driscoll,Milton,MA,"488490, 541690, 541614",20110029
1853,"MLD Services, Inc.",Marion L.,Driscoll,Milton,MA,"488490, 541690, 541614",20110029
1856,"Modern Concept Builders, Inc.",Nhan,Pham,Worcester,MA,"236220, 236115, 236118, 236116",20170012
1859,"M-O-N Landscaping, Inc.",Fernando,Sousa,North Dartmouth,MA,"238910, 238990, 238140",20010050
1860,"M-O-N Landscaping, Inc.",Fernando,Sousa,North Dartmouth,MA,"238910, 238990, 238140",20010050
1861,Mona's Curryations,Mona,Ahmad,Saugus,MA,311412,20180016
1863,"Monkeytech International, LLC",Varnell,Castor,Chelsea,MA,,20190078
1868,Montrond Company,Silas F.,Montrond,South Weymouth,MA,238220,20150209
1869,"Montrond Electric, Inc.",Michael J.,Montrond,East Taunton,MA,238210,20160004
1870,"Montrond Electric, Inc.",Michael J.,Montrond,East Taunton,MA,238210,20160004
1871,"Moor Metals, Inc.",Paul J.,Maloney,Holliston,MA,423510,20020186
1872,"Moor Metals, Inc.",Paul J.,Maloney,Holliston,MA,423510,20020186
1873,"Morais Concrete Service, Inc.",Maria,Morais,Springfield,MA,"238990, 237310, 238110, 425120, 237110",20040229
1874,"Morais Concrete Service, Inc.",Maria,Morais,Springfield,MA,"238990, 237310, 238110, 425120, 237110",20040229
1875,"Morais Concrete Service, Inc.",Maria,Morais,Springfield,MA,"238990, 237310, 238110, 425120, 237110",20040229
1876,"Moran Surveying, Inc.",Stephen,Moran,Pembroke,MA,541370,20070151
1877,"Morisset Plumbing Heating & Cooling, Inc.",Antonio,Morisset,Quincy,MA,,20190119
1878,Morlu Marvie d/b/a: Durclean Services,Morlu,Marvie,Worcester,MA,561740,20000243
1881,"Mothers For Justice and Equality, Inc.",Monalisa,Smith,Roxbury,MA,813410,20150019
1883,"Moura's Cleaning Service, Inc.",David M.,Moura,Fitchburg,MA,561720,20060260
1884,"Moura's Cleaning Service, Inc.",David M.,Moura,Fitchburg,MA,561720,20060260
1885,Moving on the Path,Jacqueline M.,Pina,New Bedford,MA,541611,20070206
1888,"MRP Services, LLC",Marlene,Reyes,Lawrence,MA,484220,20160220
1889,"MRP Services, LLC",Marlene,Reyes,Lawrence,MA,484220,20160220
1891,"MRW Business Trust d/b/a: Mark Richey Woodworking & Design, Inc.",Teresa,Richey,Newburyport,MA,"321911, 238350",20040090
1892,MS Nong Corporation,Mony,Nong,Revere,MA,236118,20160038
1895,"MSG Staffing, Inc.",Jamal,Mahijibhai,Worcester,MA,"561320, 621610",20090174
1896,"MT Services, LLC",Alison,Del Rio,Westminster,MA,"484110, 562119",20180081
1899,"Multicultural Wellness Center, Inc.",Debra,Maddox,Worcester,MA,621420,20080443
1901,"M-V Electrical Contractors, Inc.",Gilbert M.,Vieira,Acushnet,MA,"238210, 561621",20140135
1902,"M-V Electrical Contractors, Inc.",Gilbert M.,Vieira,Acushnet,MA,"238210, 561621",20140135
1903,"MVP Testing, LLC",Laura V.,Blair,Lawrence,MA,621511,20120124
1904,"MYT Accounting, Tax and Advisory",Mekonnen,Ashagarie,Malden,MA,541211,20150144
1905,"N.L. Construction, Inc.",Joan,Lupa,Ludlow,MA,"236116, 236220, 238910, 423320, 238110",19830026
1906,"N.L. Construction, Inc.",Joan,Lupa,Ludlow,MA,"236116, 236220, 238910, 423320, 238110",19830026
1908,"Nash Consulting, LLC",Baiyun,Tao,Norwell,MA,541511,20160277
1911,"National Capital Resources, LLC",Rodney D.,Jones,Marblehead,MA,523930,20020271
1913,"National Management Team, Inc.",Juan M.,Carcamo,Topsfield,MA,"236118, 236116, 236115",20160300
1914,"National Management Team, Inc.",Juan M.,Carcamo,Topsfield,MA,"236118, 236116, 236115",20160300
1915,"National Painting Service, LLC",Hany,Mostafa,Woburn,MA,"238320, 561730",20170028
1916,Native Solutions,Leslie,Tuplin,Hull,MA,"238350, 236220",20070128
1923,"Need-A-Lift Medi Van, Inc.",Patricia,Belliveau,Leominster,MA,"485320, 485991",20030703
1924,"Need-A-Lift Medi Van, Inc.",Patricia,Belliveau,Leominster,MA,"485320, 485991",20030703
1925,Needham Certified Welding Corp.,Flavia,Ciriello,Needham Heights,MA,"238190, 238990, 423990",20070090
1926,Needham Certified Welding Corp.,Flavia,Ciriello,Needham Heights,MA,"238190, 238990, 423990",20070090
1932,"New Chapter Home Improvement, LLC",Vicki,Gray,Cambridge,MA,"238320, 561720, 236118",20130226
1933,"New England Farm Workers Council, Inc.",Heriberto,Flores,Springfield,MA,"624190, 624221",19850042
1934,"New England Foundation Co., Inc.",Deirdre A.,O'Neill,Boston,MA,"238910, 238110, 237990",20080004
1935,"New England Foundation Co., Inc.",Deirdre A.,O'Neill,Boston,MA,"238910, 238110, 237990",20080004
1936,"New England Healthcare Contractors, LLC",Benoit D.,Kamuene,North Andover,MA,561320,20160032
1939,"New England Mechanical Co., Inc.",Lawrence,Ramsay,Boston,MA,238220,19950216
1940,"New England Mechanical Co., Inc.",Lawrence,Ramsay,Boston,MA,238220,19950216
1941,"New England Service Providers, LLC",Jason,DuBose,Mansfield,MA,"423610, 454111",20170209
1942,"New England Specialty Services, Inc.",Monica,Biszko,Fall River,MA,236220,20160028
1943,"New England Specialty Services, Inc.",Monica,Biszko,Fall River,MA,236220,20160028
1944,"New England Style, Inc.",Cidia,Moura,Northborough,MA,"238910, 561730, 238110, 238350, 238140",20160219
1945,"New England Style, Inc.",Cidia,Moura,Northborough,MA,"238910, 561730, 238110, 238350, 238140",20160219
1946,"New England Style, Inc.",Cidia,Moura,Northborough,MA,"238910, 561730, 238110, 238350, 238140",20160219
1949,"New Generation Consolidated, LLC",Dominic,Onyeka,Avon,MA,493110,20160262
1950,"New Generation Transportation, Inc.",Daphney,Bossicot Williams,Fall River,MA,"485999, 485991",20180092
1951,"New Mark Pavement Marking, Inc.",James R.,Gilbert,Brockton,MA,"237310, 488490, 561790, 238990",20140086
1952,"New North Citizens Council, Inc.",Maria,Ligus,Springfield,MA,624190,19850082
1955,NextMargin Corporation d/b/a: Fortcom Health Services,Shola,Muyide,Somerville,MA,,20190017
1956,"NFall, Corp. d/b/a: Minuteman Press of Devens",Melody,Suong,Chelmsford,MA,,20190041
1957,"NG Environmental Contractors, Inc.",Nolberto,Galicia,Lawrence,MA,562910,20050245
1958,NGG Tax Group,Nicole,Green,S Easton,MA,"541213, 541219",20140227
1959,NGG Tax Group,Nicole,Green,S Easton,MA,"541213, 541219",20140227
1960,Nick of Time Executive Services,Carolle,St. Fleur-Carey,North Reading,MA,"561110, 541890",20160058
1961,No More Mess Cleaning Services,Nathaly,Cruz,Billerica,MA,561720,20120161
1964,"Nobscot Supply Company, Inc.",Jodi,Hemmer-Siegal,Framingham,MA,423850,19980103
1965,"Nobscot Supply Company, Inc.",Jodi,Hemmer-Siegal,Framingham,MA,423850,19980103
1966,"Nora Burke & Company, Inc. d/b/a Burke & Company",Nora,Burke Patton,Springfield,MA,"541820, 541613",20010117
1967,"Nora Burke & Company, Inc. d/b/a Burke & Company",Nora,Burke Patton,Springfield,MA,"541820, 541613",20010117
1968,"Norfolk Design and Construction, LLC",Duane,Boyce,Stoughton,MA,"541611, 541990",20150177
1969,Norma L Wu d/b/a: Ways Unlimited,Norma L.,Wu,Acton,MA,"541330, 541512",20060354
1970,Norma L Wu d/b/a: Ways Unlimited,Norma L.,Wu,Acton,MA,"541330, 541512",20060354
1972,"North Bay Company, Inc.",Julie,Brown,Hopkinton,MA,"541310, 541690, 541990, 237990, 236220",20060343
1973,"North Bay Company, Inc.",Julie,Brown,Hopkinton,MA,"541310, 541690, 541990, 237990, 236220",20060343
1974,"North East Roads, Inc.",Sebastian,Cazard,Fitchburg,MA,"237310, 238140, 237110, 238990",20060370
1975,"North East Roads, Inc.",Sebastian,Cazard,Fitchburg,MA,"237310, 238140, 237110, 238990",20060370
1976,"North End Housing Initiative, Inc.",Jose L.,Claudio,Springfield,MA,624229,20080037
1981,Northeastern Steel Corporation,Alcides A.,Valle,Revere,MA,238120,20080210
1982,Northeastern Steel Corporation,Alcides A.,Valle,Revere,MA,238120,20080210
1985,"Northstar Learning Centers, Inc.",Maria,Rosario,New Bedford,MA,624410,19850055
1986,Nova Sheen Corp.,Don,Straughter,Roxbury,MA,238330,20020150
1991,"NU-Checker, Inc., d/b/a: Red Cab",Margaret,Donovan,Worcester,MA,485310,20040386
1992,"Nueva Vida, Inc.",Emily,Stewart,Roxbury,MA,623220,19950100
1993,"Numit Technologies, LLC",Lakshmikanta,Laikangbam,Marlborough,MA,"541511, 541519",20160243
1994,Nuza Roofing Corporation,Jose Mauricio,Zapata,Revere,MA,238160,20180052
1996,"Oak Square Resources, LLC",Susan,Bregman,Brighton,MA,"541614, 541910, 711510",20040339
2001,"Office Event, LLC, The",DeAundra,Adams,Dorchester Center,MA,812990,20180162
2002,"Offshoots, Inc.",Kate,Kennen,Boston,MA,541410,20130070
2003,"Offshoots, Inc.",Kate,Kennen,Boston,MA,541410,20130070
2005,"OHS Training & Consulting, Inc.",Nancy,Hughes,Winthrop,MA,"541690, 621999",20110056
2006,"OHS Training & Consulting, Inc.",Nancy,Hughes,Winthrop,MA,"541690, 621999",20110056
2007,"Old Station Outdoor & Landscape Supply, Inc.",Emerson,Martins,Norton,MA,"444220, 444190",20160029
2008,"Old Station Outdoor & Landscape Supply, Inc.",Emerson,Martins,Norton,MA,"444220, 444190",20160029
2009,Olde Bostonian Construction Services,Cody,Greene,Lowell,MA,561311,20180013
2010,Olive Tree Books-n-Voices,Zelmon,Johnson,Springfield,MA,451211,20160230
2011,"Olympic Services, Inc.",Asa,Gasbarro,Franklin,MA,"561720, 238990",20150017
2012,"Olympic Services, Inc.",Asa,Gasbarro,Franklin,MA,"561720, 238990",20150017
2016,One By Design,Ernesto,Mendoza,Gloucester,MA,541430,20160274
2017,"One Protection Security, LLC",Gontrand,Andre,Lynn,MA,,20180238
2020,One Stone Alpha and Beta,Tendai,Musikavanahu,Boston,MA,523920,20170006
2021,"One Way Development, Inc.",Abraham,Gonzalez,Boston,MA,"236118, 238350, 238320",20080166
2022,"One Way Development, Inc.",Abraham,Gonzalez,Boston,MA,"236118, 238350, 238320",20080166
2023,OneUnited Bank,Kevin,Cohee,Boston,MA,522110,19850079
2024,"OneWit, Inc.",Roger,Feng,Needham,MA,"541511, 541512, 611420",20080359
2026,"On-Time Payroll Services, LLC",Carmen,Barmakian,Waltham,MA,"541214, 541612",20160066
2027,"On-Time Payroll Services, LLC",Carmen,Barmakian,Waltham,MA,"541214, 541612",20160066
2028,"Onyx Spectrum Technology, Inc.",Adrienne R.,Benton,Boston,MA,541519,20070322
2029,"Open Book Systems, Inc.",Laura Fillmore,Evans,Rockport,MA,"511130, 541511, 541611",20040149
2030,"Open Book Systems, Inc.",Laura Fillmore,Evans,Rockport,MA,"511130, 541511, 541611",20040149
2031,"OPPED, Inc.",Alberto,Calvo,Chelsea,MA,445110,20170130
2034,"Optimum Transportation, LLC",Lisa L.,Stewart,Shrewsbury,MA,485991,20160196
2035,"Orbis Information Services, Inc.",Karthikeyan,Natarajan,Chelmsford,MA,541519,20180029
2036,"Organization Ink, Inc.",Carolann,Strickling,Great Barrington,MA,"541612, 561110, 541219",20150179
2037,"Organization Ink, Inc.",Carolann,Strickling,Great Barrington,MA,"541612, 561110, 541219",20150179
2038,"Orion Points West, Inc. d/b/a: Express Employment Professionals",Monica,Horan,Braintree,MA,"561320, 561311",20100117
2039,"Orion Points West, Inc. d/b/a: Express Employment Professionals",Monica,Horan,Braintree,MA,"561320, 561311",20100117
2041,"Oscar's Moving Company, LLC",Andrea,Wasik,Auburndale,MA,"484210, 493110, 488991",20140255
2042,"Oscar's Moving Company, LLC",Andrea,Wasik,Auburndale,MA,"484210, 493110, 488991",20140255
2043,"OSD, LLC d/b/a: OSD Engineering Consultants",Sean,Osborne,Lexington,MA,541330,20160331
2044,"OSD, LLC d/b/a: OSD Engineering Consultants",Sean,Osborne,Lexington,MA,541330,20160331
2045,"Outkast Electrical Contractors, Inc.",Paul,Gray,Dorchester,MA,238210,20150061
2046,"Outkast Electrical Contractors, Inc.",Paul,Gray,Dorchester,MA,238210,20150061
2047,"Outstanding Cleaning, Inc.",Veronice,Biscalquim,Somerville,MA,561720,20150292
2048,"Outstanding Cleaning, Inc.",Veronice,Biscalquim,Somerville,MA,561720,20150292
2051,"P & S Construction, Inc.",Hector,Sanchez,North Chelmsford,MA,236220,20030506
2052,"P Hill Contracting, LLC",Paul,Hill,Roxbury,MA,,20190115
2053,"P L Jones & Associates, PC",Patricia L.,Jones,Worcester,MA,"541219, 541213",19970044
2054,"P L Jones & Associates, PC",Patricia L.,Jones,Worcester,MA,"541219, 541213",19970044
2055,P3I Incorporated,Stephanie,Guy,Hopkinton,MA,,20050220
2056,"Pacella Enterprises, Inc.",Nancy,Pacella,Wrentham,MA,237310,20140249
2057,"Pacella Enterprises, Inc.",Nancy,Pacella,Wrentham,MA,237310,20140249
2058,"Pacer Strategies, LLC",Cynthia,Gonzales,Needham,MA,541820,20170133
2059,"Pacific Drywall Company, Inc.",Nicquearl,Ware,Dorchester,MA,238310,20110038
2061,"Palmer Trailer Sales Co., Inc.",Elaine J.,Boone,Palmer,MA,"441310, 444130, 444210, 425120, 423120, 423820, 532412, 423610, 423710, 423810, 423830, 423840, 424690, 424720",20120200
2062,"Palmer Trailer Sales Co., Inc.",Elaine J.,Boone,Palmer,MA,"441310, 444130, 444210, 425120, 423120, 423820, 532412, 423610, 423710, 423810, 423830, 423840, 424690, 424720",20120200
2063,"Pan Electric Company, Inc.",Mecheong,Pan,Quincy,MA,238210,20060344
2064,"Panther Group, Inc., The",Keith Sean,Cogdell,Maynard,MA,"561311, 561320",20170020
2065,"Paragon Global Partners, Inc.",Roger,Matthews III,Allston,MA,"562910, 238320",20120009
2066,"Paragon Global Partners, Inc.",Roger,Matthews III,Allston,MA,"562910, 238320",20120009
2067,Paramount Janitorial Services,Bolivar,Moreira,Westboro,MA,561720,20170035
2068,"Paratemps, Inc.",Margaretha,Fauteux,Springfield,MA,561320,19990160
2070,"Parris Company, Inc. The",Mischa M.,Parris,Stoughton,MA,"541213, 541611",20120240
2071,"Parrish Painting Development and Construction Co., Inc.",John,Lee,Boston,MA,238320,19980042
2072,"Parrish Painting Development and Construction Co., Inc.",John,Lee,Boston,MA,238320,19980042
2073,Partners for Community,Heriberto,Flores,Springfield,MA,541611,20010079
2074,"Passive Protection, Inc.",Sarah,Rotondo,Braintree,MA,"238310, 238190",20170135
2076,"Pat Gibbs Landscape Design & Construction, Inc.",Patrick,Gibbs,Canton,MA,"561730, 238140",20180182
2077,"Patient Care Solutions, LLC",Maxwell,Dede,Lynn,MA,621610,20150250
2078,"Patient Centered Medical Care, Inc.",Rose-Ann,Gaskin-Rice,Springfield,MA,"621610, 561320",20110037
2079,"Patriot Traffic, LLC",Jennifer,Thomas,Braintree,MA,"532412, 541690, 541990",20140061
2080,"Patriot Traffic, LLC",Jennifer,Thomas,Braintree,MA,"532412, 541690, 541990",20140061
2084,"Pederson Consulting, LLC",Ralph,Parent,Medford,MA,,20190003
2091,Perceptions Psychotherapy,Silvia,Woodgett,Fitchburg,MA,624190,20180233
2092,"Performance Trans., Inc.",Julieann,Taylor,Fitchburg,MA,"484230, 484220",20060298
2093,"Performance Trans., Inc.",Julieann,Taylor,Fitchburg,MA,"484230, 484220",20060298
2096,Phoenix General Services,Ronald,Taylor,Brighton,MA,561720,20160131
